commodity, market, arrival, minprice, maxprice, modalprice, day, month, year
Bottle gourd,Satara,0.6,800,1000,900,13,1,2014
Bottle gourd,Shrirampur,0.3,500,700,600,13,1,2014
Brinjal,Amarawati,1.5,500,600,550,13,1,2014
Brinjal,Aurangabad,5.4,800,900,850,13,1,2014
Brinjal,Jalgaon,4.5,500,1000,700,13,1,2014
Brinjal,Kalyan,0.3,1400,1800,1600,13,1,2014
Brinjal,Mumbai,56,400,1000,700,13,1,2014
Brinjal,Pandharpur,2.5,400,1000,675,13,1,2014
Brinjal,Patan,1.8,400,600,500,13,1,2014
Brinjal,Pune,50.3,600,1200,900,13,1,2014
Brinjal,Pune(Khadiki),1.5,500,1500,1000,13,1,2014
Brinjal,Satara,0.3,200,800,500,13,1,2014
Brinjal,Vadgaonpeth,9,500,1700,1000,13,1,2014
Cabbage,Amarawati,1.5,400,500,450,13,1,2014
Cabbage,Aurangabad,3.5,300,400,350,13,1,2014
Cabbage,Jalgaon,3,400,700,500,13,1,2014
Cabbage,Kalyan,0.3,300,400,350,13,1,2014
Cabbage,Mumbai,181,500,700,600,13,1,2014
Cabbage,Patan,1.8,400,600,500,13,1,2014
Cabbage,Pune,32.2,300,600,450,13,1,2014
Cabbage,Pune(Khadiki),3.8,300,500,400,13,1,2014
Cabbage,Shrirampur,0.7,500,700,600,13,1,2014
Cabbage,Vadgaonpeth,4,200,500,300,13,1,2014
Carrot,Amarawati,1,1000,1200,1100,13,1,2014
Carrot,Aurangabad,37.5,700,800,750,13,1,2014
Carrot,Mumbai,315,900,1300,1100,13,1,2014
Carrot,Pune,103.7,600,1200,900,13,1,2014
Carrot,Pune(Khadiki),0.1,1700,1700,1700,13,1,2014
Cauliflower,Amarawati,1,1000,1200,1100,13,1,2014
Cauliflower,Aurangabad,8.2,700,900,800,13,1,2014
Cauliflower,Jalgaon,2,500,1000,800,13,1,2014
Cauliflower,Kalyan,0.3,600,800,700,13,1,2014
Cauliflower,Mumbai,241,600,800,700,13,1,2014
Cauliflower,Patan,1.2,900,1100,1000,13,1,2014
Cauliflower,Pune,65.1,300,600,450,13,1,2014
Cauliflower,Pune(Khadiki),5,300,900,600,13,1,2014
Cauliflower,Satara,0.1,600,800,700,13,1,2014
Cauliflower,Vadgaonpeth,6,200,1200,800,13,1,2014
Chilly Capsicum,Amarawati,0.8,1200,1400,1300,13,1,2014
Chilly Capsicum,Aurangabad,1.9,1000,1200,1100,13,1,2014
Chilly Capsicum,Barshi,0.3,60,100,80,13,1,2014
Chilly Capsicum,Kalyan,0.3,1400,1600,1500,13,1,2014
Chilly Capsicum,Mumbai,155,1800,2000,1900,13,1,2014
Chilly Capsicum,Pune,31.5,1200,1600,1400,13,1,2014
Chilly Capsicum,Satara,0.2,1000,1500,1250,13,1,2014
Coriander,Amarawati,1,500,600,550,13,1,2014
Coriander,Barshi,80,200,400,300,13,1,2014
Coriander,Jalgaon,2,800,2000,1400,13,1,2014
Coriander,Maanachar,2109.6,401,1601,1001,13,1,2014
Coriander,Pandharpur,0.9,125,1000,500,13,1,2014
Cucumbar,Amarawati,1,1600,1800,1700,13,1,2014
Cucumbar,Aurangabad,1.2,1500,2100,1900,13,1,2014
Cucumbar,Jalgaon,1,900,1400,1100,13,1,2014
Cucumbar,Mangal Wedha,0.4,500,3300,2000,13,1,2014
Cucumbar,Mumbai,127,1800,3200,2500,13,1,2014
Cucumbar,Pandharpur,1.2,200,1600,1300,13,1,2014
Cucumbar,Patan,0.9,1000,1500,1300,13,1,2014
Cucumbar,Pune,17,1000,2000,1500,13,1,2014
Cucumbar,Pune(Khadiki),0.2,1600,1600,1600,13,1,2014
Cucumbar,Shahapur,2.2,1400,2000,1750,13,1,2014
Drumstick,Mumbai,25,7000,12000,9500,13,1,2014
Drumstick,Pune,1.5,4000,7000,5500,13,1,2014
Drumstick,Shahapur,0.7,7100,7400,7300,13,1,2014
Elephant Yam (Suran),Mumbai,100,800,1000,900,13,1,2014
Elephant Yam (Suran),Pune,0.4,1000,1500,1250,13,1,2014
Green Chilly,Amarawati,1,2000,2200,2100,13,1,2014
Green Chilly,Aurangabad,1.2,1400,2500,1950,13,1,2014
Green Chilly,Jalgaon,5,1200,2000,1500,13,1,2014
Green Chilly,Kalyan,0.3,2500,3000,2750,13,1,2014
Green Chilly,Mangal Wedha,0.7,700,1500,1000,13,1,2014
Green Chilly,Morshi,7.8,1700,2100,1903,13,1,2014
Green Chilly,Mumbai,58,1600,3400,2500,13,1,2014
Green Chilly,Pandharpur,5.3,600,1300,1000,13,1,2014
Green Chilly,Patan,0.9,1200,1500,1300,13,1,2014
Green Chilly,Pune,69.8,1400,3500,2450,13,1,2014
Green Chilly,Pune(Khadiki),0.2,1600,1600,1600,13,1,2014
Green Chilly,Satara,0.8,1000,1200,1100,13,1,2014
Green Chilly,Shrirampur,4,2000,2500,2250,13,1,2014
Guar,Amarawati,0.5,3200,3400,3300,13,1,2014
Guar,Aurangabad,0.3,3000,4000,3500,13,1,2014
Guar,Barshi,0.3,100,200,150,13,1,2014
Guar,Kalyan,0.3,3000,3200,3100,13,1,2014
Guar,Patan,0.6,2500,3000,2800,13,1,2014
Guar,Pune,2.5,2500,4000,3250,13,1,2014
Guar,Shahapur,0.3,3000,3800,3500,13,1,2014
Little gourd (Kundru),Mumbai,33,1200,3600,2400,13,1,2014
Little gourd (Kundru),Pune,3,1500,3000,2250,13,1,2014
Methi,Barshi,60,100,300,200,13,1,2014
Methi,Jalgaon,2.5,600,1200,900,13,1,2014
Onion,Amarawati,60,700,1400,950,13,1,2014
Onion,Aurangabad,12.2,300,1200,750,13,1,2014
Onion,Devala,530.5,500,1150,950,13,1,2014
Onion,Dhule,125,400,1330,1225,13,1,2014
Onion,,,150,1050,850,13,1,2014
Onion,Jalgaon,95,500,1000,900,13,1,2014
Onion,Kurdwadi,70.5,150,1000,500,13,1,2014
Onion,Lasalgaon,2399.5,671,1225,960,13,1,2014
Onion,Lonand,340.6,500,1126,900,13,1,2014
Onion,Malegaon,618.2,500,1040,805,13,1,2014
Onion,Manmad,1487.5,250,1073,835,13,1,2014
Onion,Mumbai,1030,1000,1300,1150,13,1,2014
Onion,Nagpur,181.7,950,1375,1162,13,1,2014
Onion,,,750,1250,1000,13,1,2014
Onion,Nandgaon,728.7,400,1005,835,13,1,2014
Onion,Pimpalgaon Baswant(Saykheda),672.2,500,1011,850,13,1,2014
Onion,Pune,1608.7,500,1100,800,13,1,2014
Onion,Pune(Khadiki),3.6,600,800,700,13,1,2014
Onion,Yeola,1288.1,400,1050,850,13,1,2014
Peas Wet,Amarawati,0.5,1200,1400,1300,13,1,2014
Peas Wet,Aurangabad,15.4,1000,1300,1150,13,1,2014
Peas Wet,Kalyan,0.3,1400,1600,1500,13,1,2014
Peas Wet,Mumbai,550,1000,1600,1400,13,1,2014
Peas Wet,Pandharpur,3.2,1000,2200,1500,13,1,2014
Peas Wet,Pune,233.6,1200,1800,1500,13,1,2014
Peas Wet,Pune(Khadiki),0.1,2500,2500,2500,13,1,2014
Peas Wet,Satara,1.7,800,1500,1150,13,1,2014
Potato,Amarawati,50,900,1400,1150,13,1,2014
Potato,Aurangabad,6.1,800,1200,1000,13,1,2014
Potato,Islampur,14,800,850,825,13,1,2014
Potato,Jalgaon,20,800,1200,1100,13,1,2014
Potato,Kalyan,0.3,1000,1200,1100,13,1,2014
Potato,Mumbai,1088,800,1500,1150,13,1,2014
Potato,Nagpur,555.9,750,1500,1125,13,1,2014
Potato,Pune,536.2,800,1400,1100,13,1,2014
Potato,Pune(Khadiki),4,400,1000,700,13,1,2014
Potato,Shrirampur,9,1000,1200,1100,13,1,2014
Pumpkin,Pune,0.7,800,1000,900,13,1,2014
Ridgeguard(Tori),Aurangabad,0.4,2000,3000,2500,13,1,2014
Ridgeguard(Tori),Kalyan,0.3,3500,4000,3750,13,1,2014
Ridgeguard(Tori),Mangal Wedha,0.3,1000,2800,1900,13,1,2014
Ridgeguard(Tori),Mumbai,20,3600,4000,3800,13,1,2014
Ridgeguard(Tori),Pune,1.3,2500,4000,3250,13,1,2014
Ridgeguard(Tori),Vadgaonpeth,2.1,1500,2000,1800,13,1,2014
Snakeguard,Mumbai,12,1200,1400,1300,13,1,2014
Snakeguard,Pune,2.4,800,1000,900,13,1,2014
Sweet Potato,Mumbai,45,1000,1200,1100,13,1,2014
Sweet Potato,Pune,0.5,1400,1800,1600,13,1,2014
Sweet Pumpkin,Kalyan,0.3,500,800,650,13,1,2014
Sweet Pumpkin,Mumbai,32,400,1000,700,13,1,2014
Sweet Pumpkin,Pune,1.1,600,1500,1050,13,1,2014
Tomato,Amarawati,2,500,600,550,13,1,2014
Tomato,Aurangabad,8.5,300,500,400,13,1,2014
Tomato,Jalgaon,3.2,400,600,500,13,1,2014
Tomato,Junnar(Narayangaon),73,150,200,175,13,1,2014
Tomato,Kalyan,0.3,1000,1200,1100,13,1,2014
Tomato,Mangal Wedha,8.1,100,400,200,13,1,2014
Tomato,Mumbai,431,800,1200,1000,13,1,2014
Tomato,Pandharpur,4.4,100,350,200,13,1,2014
Tomato,Patan,2.4,600,800,700,13,1,2014
Tomato,Pune,125,300,800,550,13,1,2014
Tomato,Pune(Khadiki),3.7,300,700,500,13,1,2014
Tomato,Satara,0.6,300,700,500,13,1,2014
Tomato,Vadgaonpeth,9,300,900,500,13,1,2014
Bajra(Pearl Millet),Kolhapur(Laxmipuri),7,1650,1750,1700,14,1,2014
Bajra(Pearl Millet),Pune,48.9,1750,2150,1925,14,1,2014
Bajra(Pearl Millet),Rahata,0.6,1500,1500,1500,14,1,2014
Jowar(Sorgham),Kolhapur(Laxmipuri),50,1650,3000,2350,14,1,2014
Jowar(Sorgham),Shrirampur,0.7,1575,1800,1700,14,1,2014
Maize,Kolhapur(Laxmipuri),4,1400,1400,1400,14,1,2014
Maize,Pune,5.7,1325,1350,1337,14,1,2014
Maize,,,1325,1390,1357,14,1,2014
Paddy(Dhan),Ghoti,147.6,1500,2300,1900,14,1,2014
Paddy(Dhan),Shahapur,0.3,1700,1900,1830,14,1,2014
Paddy(Dhan),Varora,3.5,1700,2230,1965,14,1,2014
Rice,Islampur,4,2250,2300,2275,14,1,2014
Rice,Kolhapur(Laxmipuri),65,1850,6000,4000,14,1,2014
Rice,Mumbai,2239.4,12000,13500,12500,14,1,2014
Wheat,Dhule,20.2,1500,2100,1900,14,1,2014
Wheat,Kolhapur(Laxmipuri),60,2500,2700,2600,14,1,2014
Wheat,Mumbai,1322.8,2100,3800,3100,14,1,2014
Wheat,Pune,73,2000,2400,2200,14,1,2014
Wheat,,,2150,2550,2350,14,1,2014
Wheat,Rahata,0.8,1650,1900,1650,14,1,2014
Wheat,Rahuri(Vambori),1.5,1625,2150,1887,14,1,2014
Wheat,Shrirampur,1.7,1500,2190,2000,14,1,2014
Arecanut(Betelnut/Supari),Mumbai,19.9,18000,23000,21000,14,1,2014
Cashewnuts,Mumbai,47.3,50000,60000,55000,14,1,2014
Cotton,Aheri,22,4500,4500,4500,14,1,2014
Cotton,Arvi,252.6,5100,5150,5130,14,1,2014
Cotton,Basmat,4.3,5100,5125,5125,14,1,2014
Cotton,Deoulgaon Raja,349.7,5000,5300,5200,14,1,2014
Cotton,Gevrai,398.8,4300,4800,4600,14,1,2014
Cotton,Jawala-Bajar,23.6,4950,5200,5150,14,1,2014
Cotton,Kalmeshwar,115.2,4925,5125,5050,14,1,2014
Cotton,Katol,27.6,5000,5111,5056,14,1,2014
Cotton,Kille Dharur,126.3,5004,5075,5049,14,1,2014
Cotton,Korpana,7,4700,4850,4750,14,1,2014
Cotton,Nandurbar,8.3,4905,4905,4905,14,1,2014
Cotton,Parbhani,95,5135,5180,5145,14,1,2014
Cotton,Partur,132.4,4850,5100,4900,14,1,2014
Cotton,Pulgaon,216.2,5000,5160,5075,14,1,2014
Cotton,Rajura,34.2,4975,5025,5000,14,1,2014
Cotton,Samudrapur,148.3,5050,5211,5130,14,1,2014
Cotton,Selu,240,5141,5200,5180,14,1,2014
Cotton,Sindi,9.2,5000,5150,5060,14,1,2014
Cotton,Varora,159,4900,5080,4990,14,1,2014
Jute,Islampur,3,2800,2900,2850,14,1,2014
Tamarind Fruit,Mumbai,12.8,4500,6500,5500,14,1,2014
Tamarind Fruit,Pune,4.7,4000,4200,4100,14,1,2014
Apple,Amarawati,14,5000,7857,6428,14,1,2014
Chikoos(Sapota),Amarawati,10,1500,2000,1750,14,1,2014
Grapes,Amarawati,6,5000,6000,5500,14,1,2014
Guava,Amarawati,2.4,1000,1625,1312,14,1,2014
Guava,Kamthi,0.6,1000,2600,1300,14,1,2014
Lime,Amarawati,0.5,1125,1625,1375,14,1,2014
Lime,Barshi,0.3,100,150,120,14,1,2014
Pomegranate,Amarawati,1,5000,7500,6250,14,1,2014
Pomegranate,Sangamner,1.2,6000,9000,7500,14,1,2014
Sweet Lime,Amarawati,2,800,1000,900,14,1,2014
Cow,Lakhani,0.8,31000,40000,35687,14,1,2014
Ox,Korpana,16,6000,30000,20000,14,1,2014
Ox,Lakhani,0.3,8000,10000,8833,14,1,2014
She Buffalo,Lakhani,2.2,6000,30000,15568,14,1,2014
Groundnut,Kolhapur(Laxmipuri),6,6800,6800,6800,14,1,2014
Groundnut,Mumbai,165.8,5000,7000,6000,14,1,2014
Groundnut,Pune,8.7,5500,5800,5650,14,1,2014
Sesamum(Sesame,Gingelly,Til),Aheri,1.6,12000,12000,12000,14,1,2014
Soyabean,Bhokardan(Pimpalgaon Renu),2.2,3310,3490,3400,14,1,2014
Soyabean,Jalgaon Jamod(Aasalgaon),21.2,3200,3400,3300,14,1,2014
Soyabean,Rahata,0.7,3350,3400,3350,14,1,2014
Soyabean,Rahuri(Vambori),0.7,3399,3451,3425,14,1,2014
Coconut,Mumbai,396.6,825,1525,1250,14,1,2014
Gur(Jaggery),Mumbai,114.7,3100,3800,3500,14,1,2014
Gur(Jaggery),Pune,71.6,2351,2450,2400,14,1,2014
Gur(Jaggery),,,2451,2551,2501,14,1,2014
Sugar,Mumbai,408.3,2920,3062,2950,14,1,2014
Arhar (Tur),Kolhapur(Laxmipuri),7,5900,6600,6250,14,1,2014
Arhar (Tur),Mumbai,505.3,6500,8500,7500,14,1,2014
Beans,Patan,0.9,2000,2500,2300,14,1,2014
Bengal Grams(Gram),Dhule,1,1600,3125,2400,14,1,2014
Bengal Grams(Gram),Jalgaon Jamod(Aasalgaon),0.7,2000,2000,2000,14,1,2014
Bengal Grams(Gram),Kolhapur(Laxmipuri),8,3600,3600,3600,14,1,2014
Bengal Grams(Gram),Mumbai,136.7,4000,4800,4400,14,1,2014
Bengal Grams(Gram),Pune,14,3100,3700,3400,14,1,2014
Bengal Grams(Gram),Shrirampur,3.1,2925,3400,3350,14,1,2014
Black Grams (Urd Beans),Kolhapur(Laxmipuri),6,5900,6500,6200,14,1,2014
Black Grams (Urd Beans),Mumbai,134.6,6200,8000,7100,14,1,2014
Cowpea (Lobia)(Asparagus),Dhule,0.3,2500,4305,3605,14,1,2014
Cowpea (Lobia)(Asparagus),Kolhapur(Laxmipuri),4,4800,4800,4800,14,1,2014
Cowpea (Lobia)(Asparagus),Mumbai,39.7,5300,6500,5900,14,1,2014
Green Gram Dal,Kolhapur(Laxmipuri),7,7850,8000,8000,14,1,2014
Green Gram Dal,Mumbai,114.7,7400,9500,8400,14,1,2014
Green Grams (Moong),Dhule,0.6,5400,5400,5400,14,1,2014
Green Grams (Moong),Kolhapur(Laxmipuri),8,5800,7100,6450,14,1,2014
Green Grams (Moong),Pune,9.7,6500,7400,6950,14,1,2014
Green Peas,Kolhapur(Laxmipuri),6,3150,5150,4150,14,1,2014
Green Peas,Mumbai,61.2,5000,6500,5750,14,1,2014
Green Peas,Pune,21.5,4300,5400,4850,14,1,2014
Lentil(Masur),Kolhapur(Laxmipuri),8,6000,6000,6000,14,1,2014
Lentil(Masur),Mumbai,10.5,5000,5200,5100,14,1,2014
Lentil(Masur),Pune,4.7,5000,5400,5200,14,1,2014
Masur Dal,Kolhapur(Laxmipuri),10,5200,5200,5200,14,1,2014
Masur Dal,Mumbai,101.2,5000,5400,5200,14,1,2014
Mataki,Dhule,1.4,5515,5515,5515,14,1,2014
Cardamoms,Mumbai,3.6,60000,90000,70000,14,1,2014
Chili Red,Amarawati,2,4000,8000,6000,14,1,2014
Chili Red,Kolhapur(Laxmipuri),5,16000,47000,31500,14,1,2014
Chili Red,Mumbai,212.9,6000,7000,6200,14,1,2014
Chili Red,Pune,9.6,14000,16500,15250,14,1,2014
Corriander seed,Mumbai,17,6500,7500,7000,14,1,2014
Cummin Seed(Jeera),Mumbai,74.5,14000,16000,15000,14,1,2014
Ginger,Amarawati,5,5000,6000,5500,14,1,2014
Ginger,Kamthi,0.3,1000,7000,4000,14,1,2014
Ginger,Patan,0.6,6000,7000,6500,14,1,2014
Ginger,Vai,0.3,4000,5000,4500,14,1,2014
Methi Seeds,Mumbai,21.7,3500,4500,4000,14,1,2014
Soanf,Mumbai,8.3,7000,8000,7350,14,1,2014
Turmeric,Mumbai,29,8000,9000,8500,14,1,2014
Turmeric,Pune,0.4,7500,8500,8000,14,1,2014
Beetroot,Amarawati,0.5,800,1000,900,14,1,2014
Bhindi(Ladies Finger),Amarawati,0.7,2200,2400,2300,14,1,2014
Bhindi(Ladies Finger),Kalmeshwar,0.1,1335,1500,1445,14,1,2014
Bhindi(Ladies Finger),Kamthi,0.2,1000,1600,1300,14,1,2014
Bhindi(Ladies Finger),Mumbai,112,2000,4000,3800,14,1,2014
Bhindi(Ladies Finger),Patan,0.6,3000,3500,3300,14,1,2014
Bhindi(Ladies Finger),Shahapur,7.5,2000,2700,2450,14,1,2014
Bitter gourd,Amarawati,0.8,2200,2400,2300,14,1,2014
Bitter gourd,Mumbai,28,2900,3400,3150,14,1,2014
Bitter gourd,Patan,0.6,2000,2500,2300,14,1,2014
Bitter gourd,Shahapur,1.1,2000,2500,2350,14,1,2014
Bottle gourd,Kalmeshwar,0.1,280,400,360,14,1,2014
Bottle gourd,Kamthi,0.2,400,800,600,14,1,2014
Bottle gourd,Mumbai,32,1000,1400,1200,14,1,2014
Bottle gourd,Patan,0.6,700,900,800,14,1,2014
Brinjal,Amarawati,1.5,500,600,550,14,1,2014
Brinjal,Kalmeshwar,0.2,160,200,180,14,1,2014
Brinjal,Kamthi,1.5,400,800,600,14,1,2014
Brinjal,Mumbai,56,600,1600,900,14,1,2014
Brinjal,Patan,1.8,400,600,500,14,1,2014
Brinjal,Vai,1.1,400,500,450,14,1,2014
Cabbage,Amarawati,1.5,400,500,450,14,1,2014
Cabbage,Kamthi,0.7,600,800,700,14,1,2014
Cabbage,Mumbai,146,400,600,500,14,1,2014
Cabbage,Patan,1.5,400,600,500,14,1,2014
Cabbage,Satara,0.1,300,400,350,14,1,2014
Cabbage,Vai,0.6,500,600,550,14,1,2014
Carrot,Amarawati,1.5,1000,1200,1100,14,1,2014
Carrot,Mumbai,215,800,1000,900,14,1,2014
Carrot,Satara,0.3,600,1200,900,14,1,2014
Cauliflower,Amarawati,1,1200,1400,1300,14,1,2014
Cauliflower,Kalmeshwar,0.5,365,500,485,14,1,2014
Cauliflower,Kamthi,2,800,1200,1000,14,1,2014
Cauliflower,Mumbai,140,600,1000,800,14,1,2014
Cauliflower,Patan,0.9,900,1100,1000,14,1,2014
Cauliflower,Satara,0.1,600,800,700,14,1,2014
Cauliflower,Vai,1.2,1000,1200,1100,14,1,2014
Chilly Capsicum,Amarawati,1,1400,1600,1500,14,1,2014
Chilly Capsicum,Kamthi,0.1,1000,2600,1800,14,1,2014
Chilly Capsicum,Mumbai,117,1400,1600,1500,14,1,2014
Coriander,Amarawati,1,500,600,550,14,1,2014
Coriander,Barshi,90,200,400,200,14,1,2014
Coriander,Kalmeshwar,0.1,825,1000,970,14,1,2014
Coriander,Kamthi,0.8,600,1800,1200,14,1,2014
Coriander,Maanachar,1901.7,601,2251,1426,14,1,2014
Cucumbar,Amarawati,0.7,1600,1800,1700,14,1,2014
Cucumbar,Kamthi,0.4,800,2000,1400,14,1,2014
Cucumbar,Mumbai,89,1800,2800,2600,14,1,2014
Cucumbar,Patan,0.6,1000,1500,1300,14,1,2014
Cucumbar,Shahapur,1.8,1500,1900,1750,14,1,2014
Drumstick,Mumbai,40,7000,12000,9500,14,1,2014
Drumstick,Shahapur,0.5,7000,7500,7350,14,1,2014
Elephant Yam (Suran),Mumbai,70,1000,1100,1050,14,1,2014
Green Chilly,Amarawati,1,2000,2200,2100,14,1,2014
Green Chilly,Bhiwapur,30,1511,1521,1516,14,1,2014
Green Chilly,Kalmeshwar,0.1,1360,1500,1480,14,1,2014
Green Chilly,Kamthi,0.7,1000,2000,1500,14,1,2014
Green Chilly,Mumbai,60,1600,3200,2900,14,1,2014
Green Chilly,Patan,0.9,1200,1500,1300,14,1,2014
Green Chilly,Satara,0.1,1000,1200,1100,14,1,2014
Green Chilly,Vai,0.4,1200,1500,1350,14,1,2014
Guar,Amarawati,0.3,3000,3200,3100,14,1,2014
Guar,Patan,0.3,2500,3000,2800,14,1,2014
Guar,Shahapur,0.3,3000,3800,3500,14,1,2014
Little gourd (Kundru),Mumbai,24,1200,3000,2900,14,1,2014
Methi,Kalmeshwar,0.1,350,500,430,14,1,2014
Methi,Kamthi,2.2,400,600,500,14,1,2014
Onion,Amarawati,40,700,1500,1100,14,1,2014
Onion,Dhule,453,400,1330,1225,14,1,2014
Onion,,,150,1050,850,14,1,2014
Onion,Jamkhed,6.3,200,1050,625,14,1,2014
Onion,Kamthi,2,1000,1800,1400,14,1,2014
Onion,Manmad,758.6,440,1076,975,14,1,2014
Onion,Nandgaon,153.4,500,1195,980,14,1,2014
Onion,Pimpalgaon Baswant(Saykheda),520,500,1000,875,14,1,2014
Onion,Rahata,200.3,250,1325,725,14,1,2014
Onion,Sangamner,536,400,1251,826,14,1,2014
Peas Wet,Amarawati,2,1000,1200,1100,14,1,2014
Peas Wet,Kamthi,1,700,1500,1300,14,1,2014
Peas Wet,Mumbai,375,1000,1200,1100,14,1,2014
Peas Wet,Satara,0.5,800,1500,1150,14,1,2014
Potato,Amarawati,50,900,1400,1150,14,1,2014
Potato,Islampur,13,775,825,800,14,1,2014
Potato,Kamthi,1.2,800,1600,1200,14,1,2014
Pumpkin,Kamthi,0.1,600,1400,1000,14,1,2014
Raddish,Kalmeshwar,0.1,330,500,450,14,1,2014
Raddish,Kamthi,1.6,200,400,300,14,1,2014
Ridgeguard(Tori),Mumbai,20,3000,3600,3300,14,1,2014
Snakeguard,Mumbai,20,800,1400,1100,14,1,2014
Sweet Pumpkin,Mumbai,24,400,1000,700,14,1,2014
Tomato,Amarawati,2,500,600,550,14,1,2014
Tomato,Junnar(Narayangaon),49,140,180,160,14,1,2014
Tomato,Kalmeshwar,0.2,140,200,170,14,1,2014
Tomato,Kamthi,4,300,500,400,14,1,2014
Tomato,Mumbai,282,800,1200,1150,14,1,2014
Tomato,Patan,1.5,600,800,700,14,1,2014
Tomato,Satara,0.3,300,700,500,14,1,2014
Tomato,Vai,4,500,700,600,14,1,2014
Bajra(Pearl Millet),Ahmednagar,3.3,1300,1700,1500,15,1,2014
Bajra(Pearl Millet),Kaij,0.8,1480,1501,1480,15,1,2014
Bajra(Pearl Millet),Kalamb(Osmanabad),0.2,1336,1336,1336,15,1,2014
Bajra(Pearl Millet),Kopargaon,7.2,1321,1561,1483,15,1,2014
Bajra(Pearl Millet),Nandurbar,0.9,1516,1652,1607,15,1,2014
Bajra(Pearl Millet),Pandharpur,0.6,1400,1400,1400,15,1,2014
Bajra(Pearl Millet),Pathardi,5,1250,1300,1275,15,1,2014
Bajra(Pearl Millet),Pune,0.5,1550,1900,1725,15,1,2014
Bajra(Pearl Millet),Rahata,2.1,1370,1545,1425,15,1,2014
Bajra(Pearl Millet),Sangamner,14.7,1360,1815,1587,15,1,2014
Bajra(Pearl Millet),Sangli,9,1300,1800,1550,15,1,2014
Bajra(Pearl Millet),Shevgaon(Bodhegaon),2.6,1300,1450,1350,15,1,2014
Jowar(Sorgham),Ahmednagar,11.5,1550,2300,1925,15,1,2014
Jowar(Sorgham),Ambejaogai,0.3,1865,1945,1900,15,1,2014
Jowar(Sorgham),Jalgaon,0.5,1700,1700,1700,15,1,2014
Jowar(Sorgham),Kaij,0.9,1530,1575,1570,15,1,2014
Jowar(Sorgham),Kurdwadi,3.8,1651,2050,1700,15,1,2014
Jowar(Sorgham),Pandharpur,0.9,1805,1805,1805,15,1,2014
Jowar(Sorgham),Parbhani,4,1540,1570,1555,15,1,2014
Jowar(Sorgham),Pathardi,2.1,1520,1550,1525,15,1,2014
Jowar(Sorgham),Sangamner,3.8,1590,1860,1725,15,1,2014
Jowar(Sorgham),Shevgaon,6.3,1600,1625,1625,15,1,2014
Jowar(Sorgham),Solapur,6.2,1580,1890,1800,15,1,2014
Maize,Akkalkot,15.5,1310,1310,1310,15,1,2014
Maize,Akole,5.8,1310,1310,1310,15,1,2014
Maize,Jamner,9,1310,1310,1310,15,1,2014
Maize,Jamner(Neri),3.5,1310,1310,1310,15,1,2014
Maize,Mangal Wedha,20.5,1310,1310,1310,15,1,2014
Maize,Pune,7.5,1325,1700,1512,15,1,2014
Maize,Sangamner,21.5,1310,1310,1310,15,1,2014
Paddy(Dhan),Chimur,52.5,1800,2000,1900,15,1,2014
Paddy(Dhan),Ghoti,33,1500,2300,1900,15,1,2014
Paddy(Dhan),Ramtek,133,1550,2374,1962,15,1,2014
Paddy(Dhan),Shahapur,0.3,1700,1900,1850,15,1,2014
Paddy(Dhan),Varora,5.8,1700,2230,1965,15,1,2014
Rice,Islampur,4,2250,2300,2275,15,1,2014
Rice,Mangaon,0.5,1800,3500,2800,15,1,2014
Rice,Mumbai,293.5,12000,13500,12500,15,1,2014
Rice,Nagpur,28,2000,2600,2300,15,1,2014
Rice,Solapur,21.1,2300,5600,4000,15,1,2014
Rice,Ulhasnagar,19000,1300,1500,1350,15,1,2014
Wheat,Amarawati,5.9,1550,2000,1700,15,1,2014
Wheat,Ambejaogai,0.4,2000,2000,2000,15,1,2014
Wheat,Bhokar,0.2,1400,1400,1400,15,1,2014
Wheat,Buldhana(Dhad),1.4,1300,1500,1375,15,1,2014
Wheat,Deoulgaon Raja,0.3,2005,2005,2005,15,1,2014
Wheat,Dhamngaon-Railway,10,1650,1780,1700,15,1,2014
Wheat,Dondaicha,0.9,2075,2075,2075,15,1,2014
Wheat,Kaij,0.1,2801,2801,2801,15,1,2014
Wheat,Kalamb(Osmanabad),0.2,1591,2000,2000,15,1,2014
Wheat,Karanja,6.5,1870,2100,1960,15,1,2014
Wheat,Katol,7,1725,1771,1745,15,1,2014
Wheat,Khamgaon,1,1600,1800,1700,15,1,2014
Wheat,Lasalgaon,6.6,1750,2166,1852,15,1,2014
Wheat,Majalgaon,0.4,1600,2151,1800,15,1,2014
Wheat,Mangrulpeer,5.8,1300,2030,1650,15,1,2014
Wheat,Mehekar,3.7,1450,2150,1950,15,1,2014
Wheat,Morshi,10.5,1650,1700,1672,15,1,2014
Wheat,Mumbai,674.1,2100,3800,2500,15,1,2014
Wheat,Nandurbar,8,1500,2100,1699,15,1,2014
Wheat,Pandharpur,0.6,1619,1619,1619,15,1,2014
Wheat,Pathardi,11,1500,2000,1600,15,1,2014
Wheat,Pune,49.7,2000,2400,2200,15,1,2014
Wheat,,,2000,2600,2300,15,1,2014
Wheat,,,3000,3700,3350,15,1,2014
Wheat,Pusad,0.3,1851,1851,1851,15,1,2014
Wheat,Rahata,1.4,1636,1800,1646,15,1,2014
Wheat,Sangamner,7.8,1500,2190,1845,15,1,2014
Wheat,Sangli,5,1600,2700,2150,15,1,2014
Wheat,Shahada,0.5,1747,1747,1747,15,1,2014
